time,thoughput1
0.0,0.0
0.1,0.1983642578125
0.2,0.4913330078125
0.30000000000000004,1.37786865234375
0.4,13.80157470703125
0.5,35.662841796875
0.6,59.8663330078125
0.7,79.9957275390625
0.7999999999999999,112.46337890625
0.8999999999999999,154.67529296875
0.9999999999999999,199.94964599609375
1.0999999999999999,257.62786865234375
1.2,328.192138671875
1.3,376.06201171875
1.4000000000000001,475.83465576171875
1.5000000000000002,498.1109619140625
1.6000000000000003,515.4052734375
1.7000000000000004,650.262451171875
1.8000000000000005,641.8853759765625
1.9000000000000006,666.3589477539062
2.0000000000000004,733.26416015625
2.1000000000000005,742.5201416015625
2.2000000000000006,764.31884765625
2.3000000000000007,818.5760498046875
2.400000000000001,910.455322265625
2.500000000000001,879.7714233398438
2.600000000000001,950.8331298828125
2.700000000000001,937.9653930664062
2.800000000000001,942.0272827148438
2.9000000000000012,1038.2415771484375
3.0000000000000013,957.9010009765625
3.1000000000000014,1021.5499877929688
3.2000000000000015,1010.6292724609375
3.3000000000000016,1088.9358520507812
3.4000000000000017,1087.6129150390625
3.5000000000000018,1051.6265869140625
3.600000000000002,1136.273193359375
3.700000000000002,1103.9566040039062
3.800000000000002,1017.8131103515625
3.900000000000002,1186.5509033203125
4.000000000000002,1117.0028686523438
4.100000000000001,1047.3724365234375
4.200000000000001,1137.9348754882812
4.300000000000001,1049.3911743164062
4.4,1160.1211547851562
4.5,1086.9415283203125
4.6,1026.8157958984375
4.699999999999999,1166.4505004882812
4.799999999999999,1056.7581176757812
4.899999999999999,1048.663330078125
4.999999999999998,1137.39013671875
5.099999999999998,1100.3692626953125
5.1999999999999975,1034.6649169921875
5.299999999999997,1100.1068115234375
5.399999999999997,1101.7593383789062
5.4999999999999964,1080.5419921875
5.599999999999996,1157.745361328125
5.699999999999996,1094.1650390625
5.799999999999995,1149.8809814453125
5.899999999999995,1159.89990234375
5.999999999999995,1164.9139404296875
6.099999999999994,1177.1026611328125
6.199999999999994,1212.92724609375
6.299999999999994,1098.2574462890625
6.399999999999993,1140.7669067382812
