time,thoughput1
0.0,0.0
0.1,0.18310546875
0.2,0.4364013671875
0.30000000000000004,0.823974609375
0.4,11.1053466796875
0.5,31.67724609375
0.6,46.2188720703125
0.7,58.41064453125
0.7999999999999999,99.2401123046875
0.8999999999999999,137.78839111328125
0.9999999999999999,158.111572265625
1.0999999999999999,221.2982177734375
1.2,306.121826171875
1.3,316.84722900390625
1.4000000000000001,419.50225830078125
1.5000000000000002,475.5767822265625
1.6000000000000003,537.750244140625
1.7000000000000004,595.1400756835938
1.8000000000000005,688.9389038085938
1.9000000000000006,664.2807006835938
2.0000000000000004,674.5025634765625
2.1000000000000005,778.6712646484375
2.2000000000000006,744.5709228515625
2.3000000000000007,714.4821166992188
2.400000000000001,819.3069458007812
2.500000000000001,790.985107421875
2.600000000000001,819.9981689453125
2.700000000000001,814.9703979492188
2.800000000000001,874.7955322265625
2.9000000000000012,874.9038696289062
3.0000000000000013,834.4650268554688
3.1000000000000014,884.75341796875
3.2000000000000015,932.257080078125
3.3000000000000016,900.042724609375
3.4000000000000017,910.2737426757812
3.5000000000000018,976.8341064453125
3.600000000000002,870.9869384765625
3.700000000000002,1001.629638671875
3.800000000000002,996.484375
3.900000000000002,956.585693359375
4.000000000000002,993.32275390625
4.100000000000001,973.7625122070312
4.200000000000001,1020.9854125976562
4.300000000000001,991.107177734375
4.4,973.712158203125
4.5,1085.797119140625
4.6,1087.1292114257812
4.699999999999999,1005.7357788085938
4.799999999999999,1035.7498168945312
4.899999999999999,1132.7239990234375
4.999999999999998,1105.8731079101562
5.099999999999998,1016.4581298828125
5.1999999999999975,1146.15478515625
5.299999999999997,1088.7115478515625
5.399999999999997,1049.5590209960938
5.4999999999999964,1032.3715209960938
5.599999999999996,1089.666748046875
5.699999999999996,1087.4893188476562
5.799999999999995,1067.2988891601562
5.899999999999995,1111.2930297851562
5.999999999999995,1123.0789184570312
6.099999999999994,1100.7492065429688
6.199999999999994,1130.5374145507812
6.299999999999994,1137.4664306640625
6.399999999999993,1123.4848022460938
6.499999999999993,1144.580078125
6.5999999999999925,1173.74267578125
6.699999999999992,1219.6624755859375
6.799999999999992,1163.7939453125
6.8999999999999915,1249.5193481445312
6.999999999999991,1240.7882690429688
7.099999999999991,1135.4995727539062
7.19999999999999,1292.37060546875
7.29999999999999,1244.6548461914062
7.39999999999999,1168.3975219726562
7.499999999999989,1240.1992797851562
7.599999999999989,1191.0812377929688
7.699999999999989,1253.533935546875
