time,thoughput1
7.799999999999988,1225.2639770507812
7.899999999999988,1280.828857421875
7.999999999999988,1216.8853759765625
8.099999999999987,1270.52001953125
8.199999999999987,1234.9075317382812
8.299999999999986,1291.5878295898438
8.399999999999986,1291.9342041015625
8.499999999999986,1270.9381103515625
8.599999999999985,1248.1292724609375
8.699999999999985,1247.9690551757812
8.799999999999985,1318.7835693359375
8.899999999999984,1288.3193969726562
8.999999999999984,1232.403564453125
9.099999999999984,1270.4742431640625
9.199999999999983,1201.9821166992188
9.299999999999983,1261.4334106445312
9.399999999999983,1237.8875732421875
9.499999999999982,1162.6358032226562
9.599999999999982,1248.3428955078125
9.699999999999982,1268.7347412109375
9.799999999999981,1175.5081176757812
9.89999999999998,1241.89453125
9.99999999999998,1220.9945678710938
10.09999999999998,1277.8762817382812
10.19999999999998,1287.43896484375
10.29999999999998,1333.9340209960938
10.399999999999979,1340.6997680664062
10.499999999999979,1358.3328247070312
10.599999999999978,1324.2828369140625
10.699999999999978,1315.9194946289062
10.799999999999978,1322.1832275390625
10.899999999999977,1306.8069458007812
10.999999999999977,1319.61669921875
11.099999999999977,1269.6060180664062
11.199999999999976,1316.4077758789062
11.299999999999976,1317.1783447265625
11.399999999999975,1223.4161376953125
11.499999999999975,1292.9901123046875
11.599999999999975,1332.6278686523438
11.699999999999974,1160.02197265625
11.799999999999974,1265.4159545898438
11.899999999999974,1320.7626342773438
11.999999999999973,1234.1201782226562
12.099999999999973,1254.1152954101562
12.199999999999973,1248.7136840820312
12.299999999999972,1207.9833984375
12.399999999999972,1244.6243286132812
12.499999999999972,1275.9201049804688
12.599999999999971,1242.1646118164062
12.69999999999997,1218.8644409179688
12.79999999999997,1241.741943359375
12.89999999999997,1240.5288696289062
12.99999999999997,1334.7625732421875
13.09999999999997,1234.1339111328125
13.199999999999969,1333.038330078125
13.299999999999969,1338.1500244140625
13.399999999999968,1318.060302734375
13.499999999999968,1306.8191528320312
13.599999999999968,1380.6427001953125
13.699999999999967,1377.6092529296875
13.799999999999967,1311.6928100585938
13.899999999999967,1322.2671508789062
13.999999999999966,1294.7006225585938
14.099999999999966,1365.3076171875
14.199999999999966,1393.6065673828125
14.299999999999965,1286.5036010742188
14.399999999999965,1364.3417358398438
14.499999999999964,1299.2034912109375
14.599999999999964,1376.2680053710938
14.699999999999964,1282.8765869140625
14.799999999999963,1284.320068359375
14.899999999999963,1342.2332763671875
14.999999999999963,1275.96435546875
15.099999999999962,1269.3801879882812
15.199999999999962,1299.2660522460938
15.299999999999962,1350.341796875
15.399999999999961,1300.7080078125
15.499999999999961,1330.755615234375
15.59999999999996,1289.0060424804688
15.69999999999996,1260.247802734375
15.79999999999996,1314.0945434570312
15.89999999999996,1298.6328125
15.99999999999996,1313.3087158203125
16.09999999999996,1284.1537475585938
16.19999999999996,1269.8410034179688
16.29999999999996,1310.4034423828125
16.399999999999963,1321.4691162109375
16.499999999999964,1285.0112915039062
16.599999999999966,1315.5380249023438
16.699999999999967,1314.8727416992188
16.79999999999997,1233.23974609375
16.89999999999997,1319.207763671875
16.99999999999997,1290.936279296875
17.099999999999973,1304.1793823242188
17.199999999999974,1296.417236328125
17.299999999999976,1352.4703979492188
17.399999999999977,1306.768798828125
17.49999999999998,1251.1917114257812
17.59999999999998,1334.6084594726562
17.69999999999998,1241.3223266601562
17.799999999999983,1287.0269775390625
17.899999999999984,1247.4258422851562
17.999999999999986,1171.1761474609375
18.099999999999987,1052.9876708984375
18.19999999999999,1119.488525390625
18.29999999999999,1021.1318969726562
18.39999999999999,956.7550659179688
18.499999999999993,889.66064453125
18.599999999999994,819.8638916015625
18.699999999999996,877.2064208984375
18.799999999999997,731.1721801757812
18.9,806.8252563476562
19.0,741.143798828125
19.1,765.8172607421875
19.200000000000003,757.9605102539062
19.300000000000004,707.7972412109375
19.400000000000006,739.8818969726562
19.500000000000007,725.421142578125
19.60000000000001,730.4733276367188
19.70000000000001,663.8336181640625
19.80000000000001,752.0828247070312
